name,protein,fats,carbs,calories
Манная крупа Myllyn Paras,12.0,2.0,69.0,348
Манная крупа Агро-Альянс,10.0,1.0,69.0,330
Манная крупа с отрубями БИО Черный хлеб,13.1,4.6,61.5,340
Маракуйя,2.4,0.4,13.4,68
Маранг,2.5,0.7,27.3,125
Маргарин низкокалорийный,0.5,60.0,0.7,545
Маргарин Славянский,0.3,82.0,0.1,743
Маргарин сливочный,0.5,82.0,0.0,745
Маргарин столовый молочный,0.3,82.0,1.0,743
Маргарин Экстра,0.5,82.0,1.0,744
Марлин,20.1,3.6,0.0,112
Мармелад жевательный Fruit-tella Микс,0.0,0.0,82.0,354
Мармелад жевательный Haribo Berries,1.0,0.0,84.0,341
Мармелад жевательный Haribo Золотой мишка,6.9,0.0,77.0,343
Мармелад жевательный Бон Пари Айс Крим,5.5,0.0,76.5,332
Мармелад жевательный Бон Пари Бегемотики,4.3,0.0,74.5,321
Мармелад жевательный Бон Пари Весёлые челюсти,4.7,0.0,75.2,325
Мармелад жевательный Бон Пари Кислые червячки,3.6,0.0,77.2,330
Мармелад жевательный Бон Пари Кола,4.4,0.0,75.0,322
Мармелад жевательный Бон Пари Машинки,4.8,0.0,75.9,329
Мармелад жевательный Бон Пари Медвежата,4.8,0.0,75.7,328
Мармелад жевательный Бон Пари Морское царство,4.7,0.0,73.8,320
Мармелад жевательный Фру-фру Цветные акулы,3.5,0.0,69.5,294
Мармелад Мармеландия Лимонные дольки,0.1,0.0,81.0,326
Мармелад фруктово-ягодный,0.4,0.0,76.6,293
Мармелад фруктово-ягодный в шоколаде,1.5,9.2,64.2,349
Мармеладные дольки,0.0,0.0,86.6,318
Марула,0.6,0.5,9.6,48
Марципан,6.8,21.2,65.3,479
Маршмеллоу,1.8,0.2,81.3,318
Масала,15.0,15.0,45.0,379
Маслины,2.2,10.5,5.1,166
Маслины Бондюэль с косточкой / без косточки,0.8,10.7,6.3,115
Масло абрикосовое,0.0,99.9,0.0,899
Масло авокадо,0.0,100.0,0.0,884
Масло амаранта,0.0,81.8,0.0,736
Масло арахисовое,0.0,99.9,0.0,899
Масло арахисовое PB2 сухое обезжиренное,37.5,8.3,37.5,375
Масло виноградных косточек,0.0,99.9,0.0,899
Масло горчичное,0.0,99.8,0.0,898
Масло грецкого ореха,0.0,99.8,0.0,898
Масло зародышей пшеницы,0.0,100.0,0.0,884
Масло иланг-иланга,0.0,99.0,0.0,890
Масло какао,0.0,99.9,0.0,899
Масло канолы,0.0,99.0,0.0,898
Масло кедрового ореха,0.0,99.0,0.0,898
Масло кокосовое,0.0,99.9,0.0,899
Масло конопляное,0.0,99.9,0.0,899
Масло кукурузное,0.0,99.9,0.0,899
Масло кунжутное,0.0,99.9,0.0,899
Масло лимонное,0.0,100.0,0.0,900
Масло льняное,0.0,99.8,0.0,898
Масло макадамии,9.2,74.6,10.0,708
Масло маковое,0.0,99.8,0.0,898
Масло миндальное,0.0,90.7,0.0,816
Масло мускатного ореха,0.0,100.0,0.1,899
Масло облепиховое,0.0,99.5,0.0,896
Масло овсяное,0.0,99.0,0.0,890
Масло оливковое,0.0,99.8,0.0,898
Масло оливковое Tierras de Olivos Агро-Альянс,0.0,99.9,0.0,900
Масло ореховое,0.0,100.0,0.0,899
Масло пальмовое,0.0,99.9,0.0,899
Масло подсолнечное,0.0,99.9,0.0,899
Масло рапсово-соевое,0.0,99.9,0.0,899
Масло рапсовое,0.0,99.9,0.0,899
Масло растительное нерафинированное,0.0,99.0,0.0,899
Масло растительное рафинированное,0.0,99.0,0.0,899
Масло расторопши,0.0,98.0,0.0,889
Масло репейное,0.0,100.0,0.0,930
Масло сафлоровое,0.0,100.0,0.0,880
Масло сливочное,0.5,82.5,0.8,748
Масло сливочное 60%,1.3,60.0,1.7,552
Масло сливочное 67%,1.0,67.0,1.6,610
Масло сливочное Валио 82%,0.7,82.0,0.7,740
Масло сливочное крестьянское несолёное 72,5%,1.0,72.5,1.4,662
Масло сливочное крестьянское солёное 72,5%,1.0,72.5,1.4,662
Масло соевое,0.0,99.9,0.0,899
Масло топлёное,0.2,99.0,0.0,892
Масло тыквенное,0.0,99.5,0.0,896
Масло хлопковое,0.0,99.0,0.0,899
