name,protein,fats,carbs,calories
Протеин Ванситон Экстра,78.0,5.0,15.0,415
Профитроли,9.6,16.0,18.7,253
Прошутто,22.6,20.9,0.0,279
Пряник Тульский,5.8,6.5,71.6,364
Пряник Тульский купеческий,7.3,8.6,68.2,380
Пряник Тульский с цукатами,5.5,6.8,71.4,363
Пряник Тульский шоколадный,9.1,7.8,67.2,381
Пряники Имбирные,5.9,6.5,70.5,353
Псиллиум,2.9,0.1,7.3,42
Пудинг Dr.Oetker классический с ванильным вкусом,0.3,0.0,87.0,349
Пудинг Heinz бананчик яблочко в сливках,8.5,4.1,78.0,384
Пудинг Heinz фруктовое ассорти в сливках,8.2,5.2,76.3,385
Пудинг ФрутоНяня ванильный,2.6,3.2,11.5,85
Пудинг ФрутоНяня шоколадный,2.9,3.4,12.0,89
Пудинг Чудо Ваниль,2.5,3.0,16.9,106
Пудинг Чудо Карамель,2.5,3.0,15.0,98
Пудинг Чудо Шоколадный,2.9,3.1,19.0,115
Пунш,0.0,0.0,30.0,260
Путассу,16.1,0.9,,72
Пшеница воздушная На Здоровье! со вкусом шоколада,9.9,4.6,79.6,399
Пшеница пророщенная,7.5,1.3,41.4,198
Пшеничная каша Myllyn Paras,13.0,2.0,62.5,325
Пшеничная каша Nestle молочная с бананом,15.0,10.0,66.0,414
Пшеничная каша Nestle молочная с тыквой,15.0,10.0,66.0,414
Пшеничная каша Nestle молочная с яблоком,15.0,10.0,66.0,414
Пшеничная каша Малютка молочная с тыквой,12.3,11.3,69.3,428
Пшеничная каша ФрутоНяня молочная с фруктами,1.2,0.0,15.0,65
Пшеничная кашка Heinz с молоком и тыквой,12.0,5.7,73.3,392
Пшеничная кашка ФрутоНяня молочная жидкая,2.2,2.0,10.1,66
Пшеничная крупа,11.5,1.3,62.0,316
Пшеничная крупа Агро-Альянс,13.0,1.0,71.0,340
Пшеничная крупа Мистраль кускус,12.0,2.0,72.0,350
Пшенично-кукурузная кашка Heinz персик банан вишенка молочная,12.1,10.0,69.0,414
Пшенично-овсяная кашка Heinz с фруктиками без молока,8.1,2.1,80.0,372
Пшеничные зерна мягких сортов,11.8,2.2,59.5,305
Пшеничные зерна твёрдых сортов,13.0,2.5,57.5,304
Пшеничные отруби,14.7,4.1,20.6,180
Пшеничные отруби Ого!,13.8,2.8,61.4,326
Пшённая каша Myllyn Paras,11.2,3.9,55.3,305
Пшенная каша вязкая на воде,3.0,0.7,17.0,90
Пшенная каша рассыпчатая,4.7,1.1,26.1,135
Пшенная крупа,11.5,3.3,69.3,348
Пшенная крупа Мистраль шлифованная,11.5,3.3,66.5,342
Пшенно-рисовые хлопья Агро-Альянс,10.0,4.0,73.0,370
Пшенные хлопья Nordic,12.0,2.9,69.3,334
Пшено элитное Агро-Альянс,12.0,3.0,69.0,350
Пюре Gerber Абрикос с творогом,1.3,3.2,13.5,90
Пюре Gerber Абрикос со сливками,1.0,3.5,13.0,90
Пюре Gerber Банан,0.9,0.3,18.5,80
Пюре Gerber Банан и лесные ягоды,0.1,0.3,17.4,98
Пюре Gerber Банан с творогом,1.4,3.2,13.5,90
Пюре Gerber Банан со сливками,1.2,3.2,13.5,90
Пюре Gerber Бефстроганов с овощами,2.8,2.9,7.0,70
Пюре Gerber Говядина по-домашнему с морковью,2.8,2.9,7.0,70
Пюре Gerber Груша со сливками,0.9,3.0,14.9,85
Пюре Gerber Груши Вильямс,0.6,0.2,12.3,53
Пюре Gerber Зелёный горошек,3.3,0.3,5.0,36
Пюре Gerber Индейка по-домашнему с фенхелем,2.9,3.1,8.0,75
Пюре Gerber Клубника с творогом,1.1,3.4,12.5,85
Пюре Gerber Клубника со сливками,1.0,3.2,12.5,85
Пюре Gerber Морковь,1.0,0.2,5.1,27
Пюре Gerber Овощи с фрикадельками из говядины,2.6,2.6,9.1,70
Пюре Gerber Персик со сливками,1.2,3.2,13.5,90
Пюре Gerber Рагу из индейки с рисом,2.8,2.6,8.0,70
Пюре Gerber Спагетти с цыпленком,3.5,3.0,7.5,75
Пюре Gerber Филе сайды с овощами и рисом,3.7,2.9,8.0,75
Пюре Gerber Чернослив,1.0,0.3,16.7,74
Пюре Gerber Яблоко абрикос банан,0.7,0.1,15.5,66
Пюре Gerber Яблоко и черника,0.4,0.4,10.1,46
Пюре Gerber Яблоко с лесными ягодами,0.5,0.4,9.8,45
Пюре Gerber Яблоко с шиповником,1.5,0.2,12.0,52
Пюре Бабушкино Лукошко Абрикос,0.0,0.0,9.0,36
Пюре Бабушкино Лукошко Брокколи,0.0,0.0,3.3,13
Пюре Бабушкино Лукошко Говядина,8.5,12.0,0.0,140
Пюре Бабушкино Лукошко Говядина Кабачок,5.5,6.0,7.6,130
Пюре Бабушкино Лукошко Говядина Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Говядина Тыква,5.5,6.0,6.1,130
Пюре Бабушкино Лукошко Говядина Цветная капуста,3.0,6.0,6.5,92
Пюре Бабушкино Лукошко Горбуша Картофель,4.5,5.0,10.0,110
Пюре Бабушкино Лукошко Груша,0.0,0.0,9.5,40
