name,protein,fats,carbs,calories
Баренцев Соломка рыбная подкопченная,46.0,3.0,5.0,231
Баренцев Сомуль солёно-сушёный,65.8,1.2,0.0,274
Баренцев Ставридка золотистая подкопченная,48.0,8.0,0.0,264
Баренцев Ставридка серебристая солёно-сушёная,48.0,8.0,0.0,264
Баренцев Тунец солёно-сушёный,57.8,0.3,0.0,234
Баренцев Чиксы рыбка с перцем,50.7,8.6,0.0,280
Баскет 16 крыльев,13.8,19.5,18.6,306
Баскет 25 крыльев,16.6,20.7,15.4,314
Баскет Дуэт оригинальный и острый,16.5,15.1,17.2,271
Баскет Пати,10.2,17.0,22.3,284
Баскет Стар,17.0,15.1,17.2,273
Бастурма турецкая,14.8,20.1,0.0,240
Батон Нарезной,7.5,2.9,50.9,264
Батон Подмосковный,7.5,2.6,50.6,261
Батон с пшеничными отрубями,9.2,2.8,51.4,273
Батон Столичный,7.7,0.8,50.2,243
Батончик BSN Syntha-6 Decadence,31.6,12.6,44.2,389
Батончик Corny Big злаковый с бананом и шоколадом,6.1,15.2,65.6,424
Батончик Corny Big злаковый с клюквой,5.9,7.4,71.4,377
Батончик Corny Big злаковый с лесными орехами,6.4,15.6,63.2,419
Батончик Corny Big злаковый с шоколадом,7.0,17.0,62.9,433
Батончик Dymatize Elite XT Gourmet Protein Bar 42,35.3,11.8,40.0,376
Батончик Dymatize Elite XT Gourmet Protein Bar 85,37.6,14.1,24.7,412
Батончик Energy System Perform-Bar,10.0,5.0,73.0,374
Батончик Herbalife Протеиновый,29.0,8.6,46.0,383
Батончик Herbalife Формула 1 Экспресс,23.7,10.7,37.1,369
Батончик Ironman Slim Bar протеиновый с L-карнитином,14.0,8.0,48.0,320
Батончик Multipower 32% Protein Pack,31.7,11.0,45.0,407
Батончик Multipower Crunch Fit,15.8,14.7,55.6,419
Батончик Multipower Energate!,20.0,21.7,42.9,451
Батончик Multipower L-Carnitine Bar,25.0,8.6,38.0,348
Батончик Multipower Power Pack,28.6,10.6,45.7,389
Батончик MyProtein My Bar Zero,31.0,9.5,3.9,304
Батончик Nestle Fitness с цельными злаками и клубникой,5.8,6.7,68.9,369
Батончик Optimum 100% Whey Crisp Bar,37.1,3.6,48.6,357
Батончик Optimum Complete Protein Diet Bar,40.0,6.0,36.0,360
Батончик Optimum Optimal Protein Diet Bar,40.0,5.0,46.0,360
Батончик Performance Bar,5.9,19.3,60.4,439
Батончик Леовит Худеем за неделю Мюсли Фенхель с зелёным чаем,4.2,12.4,59.2,367
Батончик мюсли Ego с бананом в шоколаде,5.0,13.5,68.0,416
Батончик мюсли Ego с вишней в йогурте,6.0,14.0,56.0,416
Батончик мюсли Ego с клубникой в йогурте,4.0,14.5,67.5,418
Батончик мюсли Ego с лесными ягодами в йогурте,4.0,13.5,69.5,418
Батончик мюсли Ego с черникой в йогурте,5.5,14.0,67.5,420
Батончик мюсли Tekmar клубника в йогурте,4.5,16.8,70.7,452
Батончик Пульсар с миндалем в шоколадной глазури,6.3,13.9,58.8,385
Батончик Сладкий мир фруктовый хлеб банановый,6.8,9.6,59.9,352
Батончик Турбослим белковый для похудения,16.0,8.0,18.0,220
Батончик фруктовый Joyfield с абрикосом в шоколаде,9.8,0.6,72.3,352
Батончик фруктовый Joyfield с абрикосом и яблоком,3.7,0.3,74.8,282
Батончик фруктовый Joyfield с лимонником и папайей,4.1,0.3,77.0,302
Батончик фруктовый Joyfield с полевой клубникой,4.5,0.4,75.4,286
Батончик фруктовый Joyfield с черникой,4.5,0.4,73.3,273
Батончик фруктовый Joyfield с черносливом в шоколаде,7.8,1.0,67.7,340
Батончик фруктовый Joyfield с черносливом и ананасом,3.4,0.5,75.1,314
Батончик фруктовый Joyfield с черносливом и яблоком,2.1,0.5,70.2,280
Баурсак,6.8,2.6,45.8,234
Бахарат,10.9,3.2,38.3,255
Бедренец камнеломка,0.0,0.0,0.0,
Бекон,23.0,45.0,0.0,500
Белоглазка,17.5,2.0,0.0,88
Белорыбица,17.5,2.0,0.0,88
Белуга бланшированная,23.3,15.6,0.0,234
Белуга свежая,21.0,0.7,0.0,147
Белуга сушеная,69.9,5.3,0.0,327
Белые грибы Hortex,3.7,1.7,1.1,34
Белые жареные,4.6,11.5,10.7,162
Белые маринованные,3.0,0.5,2.0,24
Белые свежие,3.7,1.7,1.1,34
Белые сушёные,23.4,6.4,31.0,282
Бельдюга,17.5,2.0,0.0,88
Бербере,2.0,0.1,11.0,71
Березовый сок,0.1,0.0,5.8,24
Берикс,20.3,0.8,0.0,88
Бессмертник,0.2,0.0,5.0,27
Бестер,21.0,0.7,0.0,147
Бефстроганов,21.9,27.4,5.7,355
Бефстроганов из говядины,16.7,11.3,5.9,193
Бефстроганов из курицы,14.7,2.0,0.4,163
Бефстроганов из свинины,19.4,7.1,0.0,142
